player_id
fernan018jos
alcant001rau
flexen000chr
barnes001bra
hoying001jar
bell--005cha
saupol000war
tucker002pre
brooks000aar
gagnon001and
motter000tay
park--000byu
russel001add
brigha001jac
jokisc001eri
hwang-001jae
cuevas001wil
despai000odr
kim---004hye
kelly-001cas
wilson005phi
lee---000dae
machad001dix
sampso000adr
strail001dan
alther001aar
rucins000dre
wright000den
lively001edw
saladi001tyl
buchan001dav
oh----000seu
romak-001jam
kingha001nic
pinto-000ric
franko001jam
lindbl001jos
hazelb001jer
turner002jac
wielan001jos
sands-002ger
joseph001tho
peguer001car
ryu---001jae
asuaje000car
raley-001bro
thomps000jak
betanc001chr
smolin001jak
butler001edw
friedr001chr
ruf---001dar
willia028joh
haley-001jus
mcguir005wil
kim---002gwa
sanche008ang
sosa--001hen
parede001jim
vansly001sco
hale--001dav
sampso001key
wheele000jas
bernad001rog
noesi-001hec
dean--002pat
lim---001cha
feiera001rya
nipper001dus
garcia004ado
burns-001and
doubro001fel
scrugg001xav
verret000log
wang--002wei
choice001mic
hacker001eri
rogers001esm
adlema001tim
bonill001lis
kelly-003ken
evans-001nic
bowden001mic
rosari001wil
ogando001ale
villan001car
monell002joh
roach-001don
jimene006lui
loney-001jam
huff--001dav
manshi002jef
dorn--001dan
osulli001sea
vanhek001and
ranaud001ant
worth-001dan
diamon001sco
castil001fab
surkam001eri
pill--001bre
spruil001eze
marte-001and
marimo001sug
pino--001yoh
bong--001jun
copela001sco
adduci001jam
maxwel001jus
thames001eri
stewar001zac
coello001rob
balest001col
flande001yoh
leon--001ale
webste001car
gomez-001hec
seddon001chr
lutz--001zac
maya--001yun
swarza001ant
fox---003jac
morgan001nyj
talbot001mit
youman001sha
choi--001hee
stinso001jos
humber001phi
kim---001byu
meek--001eva
seo---002jae
german001jus
irwin-001phi
oxspri001chr
sisco-001and
hannah004joh
harrel001luc
snyder001bra
navarr001yam
cloyd-001tyl
figaro001alf
brown-004and
cantu-001jor
volsta001chr
pie---001fel
albers001and
valdez001lui
houlto001den
thomas001jus
bell--005jos
kim---001sun
teafor001eve
jimene004lui
weber-001tha
kang--000jeo
rottin001vin
knight001bra
martin006joh
vanden001hen
scott-001luk
reyes-015jos
wolf--001ros
olson-002gar
evelan001dan
bautis001den
lerew-001ant
below-001dua
liz---001rad
wilk--001ada
carida001esm
rodrig001ane
procto001sco
bass--001bri
henn--001sea
park--001cha
ryu---000hye
ramire001hor
sadows001rya
gordon001bri
bush--002dav
lopez-001aqu
nieve-001fer
garcia001gus
depaul001jul
blackl001tra
bootch001chr
corey-001bry
aldrid001cor
garko-001rya
mathis001dou
glover001joh
jimene001kel
walron001les
bueno-001fra
capell001jos
koo---001dae
colon-001rom
dumatr001phi
gonzal001edg
clark-003dou
nitkow001chr
crucet001fra
reddin001tim
watson002mat
diaz--003vic
junge-001eri
thomas001bra
petagi001rob
bauer-002ric
adkins001jon
cho---001jin
hernan001run
johnso008mic
brumba001cli
lehr--001cha
rath--001alf
valdez001wil
davis-001kan
diaz--002fel
lima--001jos
brown-019jam
cortes001dav
mclear001mar
cruz--001jac
ennis-001joh
obermu001wes
shearn001tho
cubill001dar
ray---001ken
yan---001est
takats001shi
rios--001dan
bowers001ced
callaw001mic
sutton002lar
ethert001set
rodrig002fel
valdes001ped
harikk001tim
jose--001dom
perez-001rob
cabrer001jos
wilson001kri
romano002mic
collie001lou
cerven001mic
seabol001sco
greisi001set
carlyl001ear
telema001ama
gall--001joh
myrow-001bri
picker001cal
serran001jam
smith-009cha
brito-001til
smith-006mar
mateo-001rub
jackso001rya
pellow001kit
hackma001lut
bowie-001mic
cruz--001nel
alcant001isr
kiefer001mar
diaz--002edd
pena--001ang
fyhrie001mic
manon-001jul
martin001alb
cooper001bri
hurtad002edw
encarn001mar
